Unnamed: 0	year	title	abstract	Targeted organisms	Technical target	Methods	Topics	_title_key	microbial_related_auto	microbial_related_manual
1087	2019	Computational methods for ribosome profiling data analysis						computational methods for ribosome profiling data analysis	no	
5604	2012	RACE: New Applications of an Old Method to Connect Exons						race: new applications of an old method to connect exons	no	
5581	2012	AMDA 2.13: A major update for automated cross-platform microarray data analysis.						amda 2.13: a major update for automated cross-platform microarray data analysis.	no	
1201	2018	Reproducible big data science: A case study in continuous FAIRness						reproducible big data science: a case study in continuous fairness	no	
1623	2021	Transcriptomics data availability and reusability in the transition from microarray to next-generation sequencing						transcriptomics data availability and reusability in the transition from microarray to next-generation sequencing	no	
4406	2018	iSeq: Web-Based RNA-seq Data Analysis and Visualization.						iseq: web-based rna-seq data analysis and visualization.	no	
5888	2014	ChIP-Seq in Candida albicans						chip-seq in candida albicans	no	
1961	2020	Host miRNA-21 promotes liver dysfunction by targeting small intestinal Lactobacillus in mice	ABSTRACT New evidence shows that host-microbiota crosstalk can be modulated via endogenous miRNAs. We have previously reported that miR-21 ablation protects against liver injury in cholestasis. In this study, we investigated the role of miR-21 in modulating the gut microbiota during cholestasis and its effects in liver dysfunction. Mice lacking miR-21 had reduced liver damage and were protected against small intestinal injury as well as from gut microbiota dysbiosis when subjected to bile duct ligation surgery. The unique microbiota profile of miR-21KO mice was characterized by an increase in Lactobacillus, a key microbiome genus for gut homeostasis. Interestingly, in vitro incubation of synthetic miR-21 directly reduced Lactobacillus load. Moreover, supplementation with Lactobacillus reuteri revealed reduced liver fibrosis in acute bile duct-ligated mice, mimicking the protective effects in miR-21 knockout mice. D-lactate, a main product of Lactobacillus, regulates gut homeostasis that may link with reduced liver fibrosis. Altogether, our results demonstrate that miR-21 promotes liver dysfunction through direct modulation of the gut microbiota and highlight the potential therapeutic effects of Lactobacillus supplementation in gut and liver homeostasis.	Microbiome	Functional analysis		Health & Disease	host mirna-21 promotes liver dysfunction by targeting small intestinal lactobacillus in mice	yes	
3004	2015	Challenges and opportunities in the investigation of unexplained intellectual disability using family‐based whole‐exome sequencing						challenges and opportunities in the investigation of unexplained intellectual disability using family‐based whole‐exome sequencing	no	
1960	2020	Long inverted repeats around the chromosome replication terminus in the model strain Bacillus thuringiensis serovar israelensis BGSC 4Q7	Bacillus thuringiensis serovar israelensis is the most widely used natural biopesticide against mosquito larvae worldwide. Its lineage has been actively studied and a plasmid-free strain, B . thuringiensis serovar israelensis BGSC 4Q7 (4Q7), has been produced. Previous sequencing of the genome of this strain has revealed the persistent presence of a 235 kb extrachromosomal element, pBtic235, which has been shown to be an inducible prophage, although three putative chromosomal prophages have been lost. Moreover, a 492 kb region, potentially including the standard replication terminus, has also been deleted in the 4Q7 strain, indicating an absence of essential genes in this area. We reanalysed the genome coverage distribution of reads for the previously sequenced variant strain, and sequenced two independently maintained samples of the 4Q7 strain. A 553 kb area, close to the 492 kb deletion, was found to be duplicated. This duplication presumably restored the equal sizes of the replichores, and a balanced functioning of replication termination. An analysis of genome assembly graphs revealed a transient association of the host chromosome with the pBtic235 element. This association may play a functional role in the replication of the bacterial chromosome, and the termination of this process in particular. The genome-restructuring events detected may modify the genetic status of cytotoxic or haemolytic toxins, potentially influencing strain virulence. Twelve of the single-nucleotide variants identified in 4Q7 were probably due to the procedure used for strain construction or were present in the precursor of this strain. No sequence variants were found in pBtic235, but the distribution of the corresponding 4Q7 reads indicates a significant difference from counterparts in natural B. thuringiensis serovar israelensis strains, suggesting a duplication or over-replication in 4Q7. Thus, the 4Q7 strain is not a pure plasmid-less offshoot, but a highly genetically modified derivative of its natural ancestor. In addition to potentially influencing virulence, genome-restructuring events can modify the replication termination machinery. These findings have potential implications for the conclusions of virulence studies on 4Q7 as a model, but they also raise interesting fundamental questions about the functioning of the Bacillus genome.	Bacteria, Virus	Functional analysis, MAGs, Variant	(Meta)genomics	Health & Disease	long inverted repeats around the chromosome replication terminus in the model strain bacillus thuringiensis serovar israelensis bgsc 4q7	yes	
10446	2022	Vitamin D_3 promotes longevity in Caenorhabditis elegans						vitamin d_3 promotes longevity in caenorhabditis elegans	no	
3966	2012	Linked2Safety: A secure linked data medical information space for semantically-interconnecting EHRs advancing patients' safety in medical research						linked2safety: a secure linked data medical information space for semantically-interconnecting ehrs advancing patients' safety in medical research	no	
9299	2017	Discovering disease causing variants in dogs through whole genome sequencing						discovering disease causing variants in dogs through whole genome sequencing	no	
3819	2013	The Banana Genome Hub						the banana genome hub	no	
141	2025	Introduction of epigenetic variation contribute to resistance against the human parasite Schistosoma mansoni						introduction of epigenetic variation contribute to resistance against the human parasite schistosoma mansoni	no	
2067	2018	Impact of salinity on antibiotic resistance genes in wastewater treatment bioreactors						impact of salinity on antibiotic resistance genes in wastewater treatment bioreactors	no	
9693	2022	Interactive Workflows for Exploratory Data Analysis						interactive workflows for exploratory data analysis	no	
7528	2020	Genome-wide investigation of the dynamic changes of epigenome modifications after global DNA methylation editing						genome-wide investigation of the dynamic changes of epigenome modifications after global dna methylation editing	no	
1876	2021	Profile of Small RNAs, vDNA Forms and Viral Integrations in Late Chikungunya Virus Infection of Aedes albopictus Mosquitoes	The Asian tiger mosquito Aedes albopictus is contributing to the (re)-emergence of Chikungunya virus (CHIKV). To gain insights into the molecular underpinning of viral persistence, which renders a mosquito a life-long vector, we coupled small RNA and whole genome sequencing approaches on carcasses and ovaries of mosquitoes sampled 14 days post CHIKV infection and investigated the profile of small RNAs and the presence of vDNA fragments. Since Aedes genomes harbor nonretroviral Endogenous Viral Elements (nrEVEs) which confers tolerance to cognate viral infections in ovaries, we also tested whether nrEVEs are formed after CHIKV infection. We show that while small interfering (si)RNAs are evenly distributed along the full viral genome, PIWI-interacting (pi)RNAs mostly arise from a ~1000 bp window, from which a unique vDNA fragment is identified. CHIKV infection does not result in the formation of new nrEVEs, but piRNAs derived from existing nrEVEs correlate with differential expression of an endogenous transcript. These results demonstrate that all three RNAi pathways contribute to the homeostasis during the late stage of CHIKV infection, but in different ways, ranging from directly targeting the viral sequence to regulating the expression of mosquito transcripts and expand the role of nrEVEs beyond immunity against cognate viruses.	Virus		(Meta)genomics	Health & Disease	profile of small rnas, vdna forms and viral integrations in late chikungunya virus infection of aedes albopictus mosquitoes	yes	
1554	2021	Laboratory Forensics for Open Science Readiness: an Investigative Approach to Research Data Management						laboratory forensics for open science readiness: an investigative approach to research data management	no	
7125	2021	Thrombospondin-4 Is a Soluble Dermal Inflammatory Signal That Selectively Promotes Fibroblast Migration and Keratinocyte Proliferation for Skin Regeneration and Wound Healing						thrombospondin-4 is a soluble dermal inflammatory signal that selectively promotes fibroblast migration and keratinocyte proliferation for skin regeneration and wound healing	no	
2165	2017	Bioinformatics Workflow Management With The Wobidisco Ecosystem						bioinformatics workflow management with the wobidisco ecosystem	no	
7723	2020	Highly Efficient Genome Modification of Cultured Primordial Germ Cells with Lentiviral Vectors to Generate Transgenic Songbirds						highly efficient genome modification of cultured primordial germ cells with lentiviral vectors to generate transgenic songbirds	no	
2949	2025	EBNA1 SUMOylation by PIAS1 suppresses EBV lytic replication and enhances episome maintenance	ABSTRACT Epstein-Barr virus nuclear antigen 1 (EBNA1) is essential for the replication and stable maintenance of the viral episome in infected cells. Here, we identify the SUMO E3 ligase PIAS1 as a key regulator of EBNA1 through site-specific SUMOylation. Our chromatin immunoprecipitation sequencing analysis revealed that PIAS1 is enriched at the viral origin of plasmid replication (oriP), where it physically associates with EBNA1 and catalyzes its SUMOylation. Using mutational analysis, we identified three lysine residues on EBNA1 (K17, K75, and K241) as major SUMOylation sites. Disruption of these sites compromises EBNA1’s ability to restrict Epstein-Barr virus (EBV) lytic replication. In addition, both PIAS1 depletion and the disruption of EBNA1 SUMOylation lead to reduced retention of EBNA1-OriP-based EBV mini-replicon, indicating the importance of EBNA1 SUMOylation in viral episome maintenance. Together, these results uncover a conserved post-translational mechanism by which PIAS1-mediated SUMOylation modulates EBNA1 function and EBV episome maintenance, suggesting a broader role for SUMOylation in viral latency, lytic replication, and persistence. IMPORTANCE Epstein-Barr virus (EBV) persists in infected cells by maintaining its episome through the viral protein EBNA1. We discovered that PIAS1 SUMOylates EBNA1 at specific sites, a process essential for EBNA1 to retain the viral episome and suppress reactivation. When SUMOylation is disrupted, the EBV-based replicon becomes less stable, and EBV is more likely to reactivate. These findings reveal a new layer of host control of EBV latency and reactivation and highlight PIAS1-mediated EBNA1 SUMOylation as a key mechanism regulating viral persistence. Epstein-Barr virus (EBV) persists in infected cells by maintaining its episome through the viral protein EBNA1. We discovered that PIAS1 SUMOylates EBNA1 at specific sites, a process essential for EBNA1 to retain the viral episome and suppress reactivation. When SUMOylation is disrupted, the EBV-based replicon becomes less stable, and EBV is more likely to reactivate. These findings reveal a new layer of host control of EBV latency and reactivation and highlight PIAS1-mediated EBNA1 SUMOylation as a key mechanism regulating viral persistence.	Virus	Functional analysis		Health & Disease	ebna1 sumoylation by pias1 suppresses ebv lytic replication and enhances episome maintenance	yes	
9378	2023	DNAscan2: a versatile, scalable, and user-friendly analysis pipeline for human next-generation sequencing data						dnascan2: a versatile, scalable, and user-friendly analysis pipeline for human next-generation sequencing data	no	
1091	2025	Large-scale classification of metagenomic samples: a comparative analysis of classical machine learning techniques vs a novel brain-inspired hyperdimensional computing approach	Classical machine learning techniques have revolutionized bioinformatics, enabling researchers to extract knowledge from complex biological data. However, these techniques often struggle with high-dimensional data, where the increasing number of features leads to decreased performance, also affecting models accuracy. To address this problem, we explore hyperdimensional computing (HDC), an emerging brain-inspired computational paradigm that leverages high-dimensional vectors and simple arithmetic operations to represent and manipulate complex patterns, as an alternative approach in the context of supervised machine learning. In this work, we present a comprehensive comparative analysis of HDC against established machine learning techniques across a range of classification tasks. As a representative use case, we focus on classifying heterogeneous metagenomic samples based on their quantitative microbial profiles, using publicly available microbiome datasets. Our results demonstrate that HDC achieves comparable, and in some cases, superior classification accuracy to classical methods. Furthermore, our findings highlight the potential of HDC for improved computational efficiency, particularly when dealing with large-scale datasets, suggesting the HDC-based classifier as a promising tool for bioinformatics research, particularly in areas characterized by high-dimensional data. We also offer a Galaxy powered toolset to analyze your own datasets and generate reproducible workflows and adopt these methods in your own research with ease. Our investigation into the application of a HDC-based supervised machine learning technique for classifying microbial profiles in metagenomic samples yielded promising results, demonstrating the potential of this novel computational paradigm to complement and, in some cases, surpass the performances of well established machine learning techniques. Importance The growing complexity and dimensionality of biological data require more efficient and scalable machine learning approaches. HDC offers a novel alternative to conventional methods, showing resilience to high-dimensionality while maintaining competitive accuracy. This study demonstrates the effectiveness of HDC in classifying metagenomic samples based on their microbial composition. Our results suggest that HDC not only matches, but sometimes exceeds the performance of well-established methods. We make this approach accessible to the broader bioinformatics community with an open-source tool fully integrated into the Galaxy platform, facilitating its adoption and reproducibility, with the aim of integrating HDC into mainstream biological data analysis pipelines, especially for complex, high-dimensional tasks in microbiome research.	Microbiome	Community (taxonomy) profiling, Comparative analysis	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity	large-scale classification of metagenomic samples: a comparative analysis of classical machine learning techniques vs a novel brain-inspired hyperdimensional computing approach	yes	
199	2025	Transcripts derived from AmnSINE1 repetitive sequences are depleted in the cortex of autism spectrum disorder patients						transcripts derived from amnsine1 repetitive sequences are depleted in the cortex of autism spectrum disorder patients	no	
10046	2024	Nanopore Long-Read Sequencing Unveils Genomic Disruptions in Alzheimer’s Disease						nanopore long-read sequencing unveils genomic disruptions in alzheimer’s disease	no	
3093	2024	Functional Targets for Epstein-Barr Virus BART MicroRNAs in B Cell Lymphomas	Simple Summary Epstein-Barr virus (EBV) latently infects over 90% of adults worldwide and is linked to several cancers such as Burkitt lymphoma. Amongst the few factors expressed by the EBV during latent infection are microRNAs (miRNAs) that can regulate both viral and cellular gene expression. In this study, we examined cellular targets of EBV miRNAs. Through bioinformatics and molecular analysis, we provide evidence of 52 new functional interactions for EBV miRNAs with protein-coding transcripts involved in B cell differentiation, cell cycle, and intracellular trafficking. Collectively, these data provide a resource for EBV miRNA targets and yield important insight into functional roles for these viral factors in B cell cancers.	Virus	Functional analysis, Interactome		Health & Disease	functional targets for epstein-barr virus bart micrornas in b cell lymphomas	yes	
5997	2025	Unveiling the Unique Microbial Diversity of Dhala Impact Crater: Comparative Insights with Crater and Non-crater Soil						unveiling the unique microbial diversity of dhala impact crater: comparative insights with crater and non-crater soil	no	
7683	2020	Fruitless decommissions regulatory elements to implement cell-type-specific neuronal masculinization						fruitless decommissions regulatory elements to implement cell-type-specific neuronal masculinization	no	
6552	2022	The first transcriptomic analyses of fruits and cladodes for comparison between three species of Opuntia						the first transcriptomic analyses of fruits and cladodes for comparison between three species of opuntia	no	
881	2021	Comprehensive Analyses of NAC Transcription Factor Family in Almond (Prunus dulcis) and Their Differential Gene Expression during Fruit Development						comprehensive analyses of nac transcription factor family in almond (prunus dulcis) and their differential gene expression during fruit development	no	
87	2025	Retinoic acid signaling guides the efficiency of inner ear organoid-genesis and governs sensory-nonsensory fate specification						retinoic acid signaling guides the efficiency of inner ear organoid-genesis and governs sensory-nonsensory fate specification	no	
5171	2019	Multiple Facets of Marine Invertebrate Conservation Genomics.						multiple facets of marine invertebrate conservation genomics.	no	
2738	2016	Application of recombinant TAF3 PHD domain instead of anti-H3K4me3 antibody						application of recombinant taf3 phd domain instead of anti-h3k4me3 antibody	no	
4809	2012	TRANSLATIONAL GENOMICS FROM MODEL SPECIES TO CROPS						translational genomics from model species to crops	no	
5769	2021	BodyData : a modular system for the design and implementation of complex multistep experiments						bodydata : a modular system for the design and implementation of complex multistep experiments	no	
196	2024	Identification and Potential Roles of Human MicroRNAs in Ebola Virus Infection and Disease Pathogenesis	Ebola virus (EBOV) is a highly pathogenic virus that causes a severe illness called Ebola virus disease (EVD). EVD has a high mortality rate and remains a significant threat to public health. Research on EVD pathogenesis has traditionally focused on host transcriptional responses. Limited recent studies, however, have revealed some information on the significance of cellular microRNAs (miRNAs) in EBOV infection and pathogenic mechanisms, but further studies are needed. Thus, this study aimed to identify and validate additional known and novel human miRNAs in EBOV-infected adult retinal pigment epithelial (ARPE) cells and predict their potential roles in EBOV infection and pathogenic mechanisms. We analyzed previously available small RNA-Seq data obtained from ARPE cells and identified 23 upregulated and seven downregulated miRNAs in the EBOV-infected cells; these included two novel miRNAs and 17 additional known miRNAs not previously identified in ARPE cells. In addition to pathways previously identified by others, these miRNAs are associated with pathways and biological processes that include WNT, FoxO, and phosphatidylinositol signaling; these pathways were not identified in the original study. This study thus confirms and expands on the previous study using the same datasets and demonstrates further the importance of human miRNAs in the host response and EVD pathogenesis during infection.	Virus, Pathogen			Health & Disease	identification and potential roles of human micrornas in ebola virus infection and disease pathogenesis	yes	
222	2024	The gut microbiomes of Channel Island foxes and island spotted skunks exhibit fine‐scale differentiation across host species and island populations	Abstract California's Channel Islands are home to two endemic mammalian carnivores: island foxes (Urocyon littoralis) and island spotted skunks (Spilogale gracilis amphiala). Although it is rare for two insular terrestrial carnivores to coexist, these known competitors persist on both Santa Cruz Island and Santa Rosa Island. We hypothesized that examination of their gut microbial communities would provide insight into the factors that enable this coexistence, as microbial symbionts often reflect host evolutionary history and contemporary ecology. Using rectal swabs collected from island foxes and island spotted skunks sampled across both islands, we generated 16S rRNA amplicon sequencing data to characterize their gut microbiomes. While island foxes and island spotted skunks both harbored the core mammalian microbiome, host species explained the largest proportion of variation in the dataset. We further identified intraspecific variation between island populations, with greater differentiation observed between more specialist island spotted skunk populations compared to more generalist island fox populations. This pattern may reflect differences in resource utilization following fine‐scale niche differentiation. It may further reflect evolutionary differences regarding the timing of intraspecific separation. Considered together, this study contributes to the growing catalog of wildlife microbiome studies, with important implications for understanding how eco‐evolutionary processes enable the coexistence of terrestrial carnivores–and their microbiomes–in island environments.	Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity	the gut microbiomes of channel island foxes and island spotted skunks exhibit fine‐scale differentiation across host species and island populations	yes	
6152	2023	Genome-wide assessment of genetic diversity and transcript variations in 17 accessions of the model diatom Phaeodactylum tricornutum						genome-wide assessment of genetic diversity and transcript variations in 17 accessions of the model diatom phaeodactylum tricornutum	no	
811	2022	PDAUG: a Galaxy based toolset for peptide library analysis, visualization, and machine learning modeling						pdaug: a galaxy based toolset for peptide library analysis, visualization, and machine learning modeling	no	
1912	2021	A Novel N4-Like Bacteriophage Isolated from a Wastewater Source in South India with Activity against Several Multidrug-Resistant Clinical Pseudomonas aeruginosa Isolates	In India, multidrug resistance determinants are much more abundant in community-associated bacterial pathogens due to the improper treatment of domestic and industrial effluents. In particular, a high bacterial load of the opportunistic pathogen P. aeruginosa in sewage and water bodies in India is well documented. ABSTRACT Multidrug-resistant community-acquired infections caused by the opportunistic human pathogen Pseudomonas aeruginosa are increasingly reported in India and other locations globally. Since this organism is ubiquitous in the environment, samples such as sewage and wastewater are rich reservoirs of P. aeruginosa bacteriophages. In this study, we report the isolation and characterization of a novel P. aeruginosa N4-like lytic bacteriophage, vB_Pae_AM.P2 (AM.P2), from wastewater in Kerala, India. AM.P2 is a double-stranded DNA podovirus that efficiently lyses the model strain, PAO1, at a multiplicity of infection as low as 0.1 phage per bacterium and resistance frequency of 6.59 × 10−4. Synergy in bactericidal activity was observed between AM.P2 and subinhibitory concentrations of the antibiotic ciprofloxacin. Genome sequencing of AM.P2 revealed features similar to those of the N4-like P. aeruginosa phages LUZ7 and KPP21. As judged by two independent assay methods, spot tests and growth inhibition, AM.P2 successfully inhibited the growth of almost 30% of strains from a contemporary collection of multidrug-resistant P. aeruginosa clinical isolates from South India. Thus, AM.P2 may represent an intriguing candidate for inclusion in bacteriophage cocktails developed for various applications, including water decontamination and clinical bacteriophage therapy. IMPORTANCE In India, multidrug resistance determinants are much more abundant in community-associated bacterial pathogens due to the improper treatment of domestic and industrial effluents. In particular, a high bacterial load of the opportunistic pathogen P. aeruginosa in sewage and water bodies in India is well documented. The isolation and characterization of bacteriophages that could target emerging P. aeruginosa strains, representing possible epicenters for community-acquired infections, could serve as a useful alternative tool for various applications, such as phage therapy and environmental treatment. Continuing to supplement the repertoire of broad-spectrum bacteriophages is an essential tool in confronting this problem.	Bacteria, Virus, Microbiome, Pathogen	Isolate, Community (taxonomy) profiling, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease	a novel n4-like bacteriophage isolated from a wastewater source in south india with activity against several multidrug-resistant clinical pseudomonas aeruginosa isolates	yes	
749	2016	SIMBA: a web tool for managing bacterial genome assembly generated by Ion PGM sequencing technology	The evolution of Next-Generation Sequencing (NGS) has considerably reduced the cost per sequenced-base, allowing a significant rise of sequencing projects, mainly in prokaryotes. However, the range of available NGS platforms requires different strategies and software to correctly assemble genomes. Different strategies are necessary to properly complete an assembly project, in addition to the installation or modification of various software. This requires users to have significant expertise in these software and command line scripting experience on Unix platforms, besides possessing the basic expertise on methodologies and techniques for genome assembly. These difficulties often delay the complete genome assembly projects. In order to overcome this, we developed SIMBA (SImple Manager for Bacterial Assemblies), a freely available web tool that integrates several component tools for assembling and finishing bacterial genomes. SIMBA provides a friendly and intuitive user interface so bioinformaticians, even with low computational expertise, can work under a centralized administrative control system of assemblies managed by the assembly center head. SIMBA guides the users to execute assembly process through simple and interactive pages. SIMBA workflow was divided in three modules: (i) projects: allows a general vision of genome sequencing projects, in addition to data quality analysis and data format conversions; (ii) assemblies: allows de novo assemblies with the software Mira, Minia, Newbler and SPAdes, also assembly quality validations using QUAST software; and (iii) curation: presents methods to finishing assemblies through tools for scaffolding contigs and close gaps. We also presented a case study that validated the efficacy of SIMBA to manage bacterial assemblies projects sequenced using Ion Torrent PGM. Besides to be a web tool for genome assembly, SIMBA is a complete genome assemblies project management system, which can be useful for managing of several projects in laboratories. SIMBA source code is available to download and install in local webservers at http://ufmg-simba.sourceforge.net.	Bacteria	MAGs	(Meta)genomics		simba: a web tool for managing bacterial genome assembly generated by ion pgm sequencing technology	yes	
5541	2013	GAT: a simulation framework for testing the association of genomic intervals						gat: a simulation framework for testing the association of genomic intervals	no	
9318	2017	Advancements in forensic DNA-based identification						advancements in forensic dna-based identification	no	
6400	2023	Selection of Novel Reference Genes by RNA-Seq and Their Evaluation for Normalising Real-Time qPCR Expression Data of Anthocyanin-Related Genes in Lettuce and Wild Relatives						selection of novel reference genes by rna-seq and their evaluation for normalising real-time qpcr expression data of anthocyanin-related genes in lettuce and wild relatives	no	
5678	2010	Genome-wide functional analysis of human 5' untranslated region introns						genome-wide functional analysis of human 5' untranslated region introns	no	
2621	2025	Coupling tRNAGly gene redundancy with staphylococcal cell wall integrity, antibiotic susceptibility, and virulence potential	Abstract Redundancy in transfer RNA (tRNA) gene copies across species remains poorly understood and, in many cases, largely unexplored. In Staphylococcus aureus, multiple tRNAGly genes encode isoacceptors involved in protein synthesis and cell wall formation, aminoacylated by a sole glycyl-tRNA synthetase (GlyRS) which is under the transcription regulation of a species-specific glyS T-box riboswitch. The T-box can interact with all tRNAGly isoacceptors to adopt species-specific conformations and affect both pathways. Using CRISPR/Cas9 editing, we ablated a gene copy corresponding to the proteinogenic P1 tRNAGlyGCC. Surprisingly, the growth and the overall translational activity of the edited strain were found unaffected, suggesting functional compensation by the remaining tRNAGly genes. On the other hand, transcriptomics and proteomics analyses combined with functional assays revealed nutrient-dependent stress responses with surprisingly impaired cell wall integrity and increased susceptibility to cell wall-targeting antibiotics. Additionally, the edited strain displayed reduced biofilm formation but retained the ability to invade human cells in vitro. Overall, the present study underscores the critical role of tRNA gene redundancy in the physiology of S. aureus and highlights tRNAs as regulators of metabolic homeostasis in pathogenic bacteria.	Bacteria, Pathogen	Functional analysis	(Meta)transcriptomics, (Meta)proteomics	Ecosystem Dynamics & Biodiversity, Health & Disease	coupling trnagly gene redundancy with staphylococcal cell wall integrity, antibiotic susceptibility, and virulence potential	yes	
7386	2021	Sugar modulation of anaerobic-response networks in maize root tips.						sugar modulation of anaerobic-response networks in maize root tips.	no	
777	2022	mTOR regulates T cell exhaustion and PD-1–targeted immunotherapy response during chronic viral infection						mtor regulates t cell exhaustion and pd-1–targeted immunotherapy response during chronic viral infection	no	
1037	2011	Interactive metagenomic visualization in a Web browser	BackgroundA critical output of metagenomic studies is the estimation of abundances of taxonomical or functional groups. The inherent uncertainty in assignments to these groups makes it important to consider both their hierarchical contexts and their prediction confidence. The current tools for visualizing metagenomic data, however, omit or distort quantitative hierarchical relationships and lack the facility for displaying secondary variables.ResultsHere we present Krona, a new visualization tool that allows intuitive exploration of relative abundances and confidences within the complex hierarchies of metagenomic classifications. Krona combines a variant of radial, space-filling displays with parametric coloring and interactive polar-coordinate zooming. The HTML5 and JavaScript implementation enables fully interactive charts that can be explored with any modern Web browser, without the need for installed software or plug-ins. This Web-based architecture also allows each chart to be an independent document, making them easy to share via e-mail or post to a standard Web server. To illustrate Krona's utility, we describe its application to various metagenomic data sets and its compatibility with popular metagenomic analysis tools.ConclusionsKrona is both a powerful metagenomic visualization tool and a demonstration of the potential of HTML5 for highly accessible bioinformatic visualizations. Its rich and interactive displays facilitate more informed interpretations of metagenomic analyses, while its implementation as a browser-based application makes it extremely portable and easily adopted into existing analysis packages. Both the Krona rendering code and conversion tools are freely available under a BSD open-source license, and available from: http://krona.sourceforge.net.		Community (taxonomy) profiling, Functional analysis, Variant	(Meta)genomics, Metagenomics		interactive metagenomic visualization in a web browser	yes	
9532	2016	From the desktop to the grid: scalable bioinformatics via workflow conversion						from the desktop to the grid: scalable bioinformatics via workflow conversion	no	
6341	2023	Exploring biogenic chalcones as DprE1 inhibitors for antitubercular activity via in silico approach						exploring biogenic chalcones as dpre1 inhibitors for antitubercular activity via in silico approach	no	
9703	2018	A Systems Chemical Biology Approach for Dissecting Differential Molecular Mechanisms of Action of Clinical Kinase Inhibitors in Lung Cancer						a systems chemical biology approach for dissecting differential molecular mechanisms of action of clinical kinase inhibitors in lung cancer	no	
2710	2024	ViralWasm: a client-side user-friendly web application suite for viral genomics	Abstract Motivation The genomic surveillance of viral pathogens such as SARS-CoV-2 and HIV-1 has been critical to modern epidemiology and public health, but the use of sequence analysis pipelines requires computational expertise, and web-based platforms require sending potentially sensitive raw sequence data to remote servers. Results We introduce ViralWasm, a user-friendly graphical web application suite for viral genomics. All ViralWasm tools utilize WebAssembly to execute the original command line tools client-side directly in the web browser without any user setup, with a cost of just 2-3x slowdown with respect to their command line counterparts. Availability and implementation The ViralWasm tool suite can be accessed at: https://niema-lab.github.io/ViralWasm	Pathogen	MAGs	(Meta)genomics	Health & Disease	viralwasm: a client-side user-friendly web application suite for viral genomics	yes	
1132	2019	Three C. elegans srf-6 mutants carry nsy-1 mutations (srf-6 is nsy-1 I)						three c. elegans srf-6 mutants carry nsy-1 mutations (srf-6 is nsy-1 i)	no	
1743	2021	Identification of a canine coronavirus in Australian racing Greyhounds	Coronavirus infection can cause a range of syndromes, which in dogs can include mild-to-severe enteritis that generally resolves rapidly. Fatalities can occur from coinfection with other pathogens, including canine parvovirus. Between late December 2019 and April 2020, canine coronavirus (CCoV) was detected in Australian racing Greyhounds that displayed signs of gastrointestinal disease. The CCoV was genotyped using high-throughput sequencing, recovering 98.3% of a type IIb CCoV, generally thought to cause a mild but highly contagious enteric disease. The Australian CCoV was almost identical (99.9%, whole-genome sequence) to another CCoV associated with an outbreak of severe vomiting in dogs in the United Kingdom at the same time (December 2019–March 2020).	Virus, Pathogen		(Meta)genomics	Health & Disease	identification of a canine coronavirus in australian racing greyhounds	yes	
2107	2018	Neurogenic differentiation by hippocampal neural stem and progenitor cells is biased by NFIX expression						neurogenic differentiation by hippocampal neural stem and progenitor cells is biased by nfix expression	no	
1560	2021	gmxapi: A GROMACS-native Python interface for molecular dynamics with ensemble and plugin support						gmxapi: a gromacs-native python interface for molecular dynamics with ensemble and plugin support	no	
293	2023	A genomic platform for surveillance and antigen discovery in Plasmodium spp. using long-read amplicon sequencing				Metabarcoding, (Meta)genomics		a genomic platform for surveillance and antigen discovery in plasmodium spp. using long-read amplicon sequencing	yes	
5153	2019	Integrating Ligand-Receptor Interactions and In Vitro Evolution for Streamlined Discovery of Artificial Nucleic Acid Ligands						integrating ligand-receptor interactions and in vitro evolution for streamlined discovery of artificial nucleic acid ligands	no	
182	2024	Deletion of an sRNA primes development in a multicellular bacterium	Small non-coding RNAs (sRNAs) are essential in regulating gene expression during many biological processes. The myxobacteria gene pxr encodes an sRNA known to block fruiting-body development, an aggregative multicellular process triggered by starvation. Deletion of pxr allows Myxococcus xanthus cells to develop in the presence of nutrients. However, potential Pxr binding targets and most genes regulated by Pxr remain unknown. Here, we found that the absence of pxr expression dramatically alters the temporal dynamics of development, thus suggesting an important new role of this sRNA in myxobacterial ecology. We transcriptionally profiled vegetative cells of M. xanthus strains possessing vs lacking pxr and found that over half of the genes impacted by pxr deletion during growth are linked to development, including known and potentially novel critical regulators. Many other genes are associated with general metabolic processes, which Pxr regulates positively. Our study discovers new phenotypic effects of Pxr regulation of likely ecological importance, identifies the suite of genes this sRNA controls during vegetative growth, reveals a previously unknown developmental regulator and provides new insights into the early molecular regulation of myxobacterial development.	Bacteria, Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity	deletion of an srna primes development in a multicellular bacterium	yes	
